"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'CustomValidateRecursively.class')",[1141502]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testWithRuleExecutorArgument(org.springjutsu.validation.dsl.ValidationRuleBuilderTest)')","[59869, 78190, 96826, 129504, 143709, 164200, 186545, 223435, 239992, 310382, 352537, 372034, 392128, 426912, 442293, 483161, 522157, 539890, 614318, 658579, 679252, 704434, 746589, 766086, 792714, 836975, 1177425, 1178091]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'org.springjutsu.validation.executors.impl.NumericRuleExecutorTest')","[17515, 84965, 172828, 294345, 379339, 468516, 597353, 688397, 775749]"
"('BuilderProxy.java', 'com.fluentinterface.proxy.BuilderProxy', 'extractPropertyNameFrom', '[a-z]+([A-Z].*)', 'forPath')","[938811, 939237, 939480, 939723, 940088, 1178367, 1178470, 1178573, 1178676, 1178855, 1178958, 1179164, 1179267, 1179370, 1179525, 1179754]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testParseUninstantiable(org.springjutsu.validation.namespace.ValidationEntityDefinitionParserTest)')","[16330, 27302, 28858, 65167, 83095, 83221, 102929, 104205, 133626, 161495, 170654, 170800, 193436, 194872, 228229, 291791, 291962, 318258, 319894, 358171, 377317, 377453, 398625, 399981, 431370, 466190, 466346, 490446, 491962, 527287, 594647, 594828, 622588, 624304, 664549, 685843, 686014, 712310, 713946, 752223, 773043, 773224, 800984, 802700, 951029, 951200]"
"('SPELResolver.java', 'org.springjutsu.validation.spel.SPELResolver', 'resolveSPELString', '\\$\\{(.(?!\\$\\{))+\\}', 'Last Name must be at least 4 characters long')","[1065586, 1065620, 1068053, 1068087]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testMessageLookupGivenCustomMessageText(org.springjutsu.validation.integrationTests.MessageLookupIntegrationTest)')","[32547, 32585, 32623, 37107, 37145, 37183, 67061, 67092, 67123, 86088, 86114, 86140, 107215, 107246, 107277, 110935, 110966, 110997, 135093, 135117, 135141, 174131, 174161, 174191, 198270, 198305, 198340, 202470, 202505, 202540, 229940, 229968, 229996, 295873, 295908, 295943, 323777, 323817, 323857, 328577, 328617, 328657, 360187, 360220, 360253, 380552, 380580, 380608, 403185, 403218, 403251, 407145, 407178, 407211, 432959, 432985, 433011, 469909, 469941, 469973, 495554, 495591, 495628, 499994, 500031, 500068, 529120, 529150, 529180, 598971, 599008, 599045, 628381, 628423, 628465, 633421, 633463, 633505, 666687, 666722, 666757, 689925, 689960, 689995, 717829, 717869, 717909, 722629, 722669, 722709, 754239, 754272, 754305, 777367, 777404, 777441, 806777, 806819, 806861, 811817, 811859, 811901, 957746, 957786, 957826, 960654, 960696, 960738]"
"('RegexMatchRuleExecutor.java', 'org.springjutsu.validation.executors.RegexMatchRuleExecutor', 'doValidate', '[A-Za-z0-9]*', '123')","[952835, 952860]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testPathVariableControllerPath(org.springjutsu.validation.util.RequestUtilsTest)')","[22541, 61902, 79765, 99036, 131089, 160869, 166808, 189047, 225276, 241692, 287300, 313249, 354698, 373729, 394484, 428625, 462086, 485809, 524126, 541712, 589898, 617331, 660868, 681352, 707301, 748750, 768294, 795727, 839549, 843663]"
"('RegexMatchRuleExecutor.java', 'org.springjutsu.validation.executors.RegexMatchRuleExecutor', 'doValidate', '^\\w+([_\\.-]\\w+)*@(\\w+([_\\.-]\\w+)*([.]\\w+)+)', 'test.test@test.edu')","[956429, 956454]"
"('PathUtils.java', 'org.springjutsu.validation.util.PathUtils', 'containsEL', '.*\\$\\{.+\\}.*', 'slogans[2]')","[1009622, 1009656]"
"('PathUtils.java', 'org.springjutsu.validation.util.PathUtils', 'containsEL', '.*\\$\\{.+\\}.*', 'referredBy')","[1153999, 1154034, 1167707, 1167744]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testAnnotationConfiguredCustomContextActivation(org.springjutsu.validation.integrationTests.ContextIntegrationTest)')","[53333, 56981, 76206, 94694, 124172, 127148, 142173, 163784, 184077, 217415, 220775, 238200, 307494, 345657, 349497, 369922, 389828, 421236, 424404, 440629, 480525, 515793, 519345, 537970, 611262, 651355, 655387, 677012, 701546, 739709, 743549, 763974, 789658, 829751, 833783, 1125975, 1126809]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testEverythingNestedUnderGroup(org.springjutsu.validation.integrationTests.NestingIntegrationTest)')","[50445, 54093, 74842, 93433, 121816, 124792, 141117, 163533, 182620, 214755, 218115, 236968, 305792, 342617, 346457, 368470, 388469, 418728, 421896, 439485, 478970, 512981, 516533, 536650, 609462, 648163, 652195, 675472, 699844, 736669, 740509, 762522, 787858, 826559, 830591, 1098262, 1100056]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testSetAddDefaultRuleExecutors(org.springjutsu.validation.executors.RuleExecutorContainerTest)')","[9615, 9655, 9695, 15445, 15478, 15511, 148481, 148509, 148537, 155856, 155889, 155922, 160482, 160508, 160534, 248299, 248331, 248363, 256574, 256611, 256648, 261888, 261918, 261948, 269661, 269698, 269735, 279061, 279103, 279145, 285235, 285270, 285305, 447411, 447441, 447471, 455236, 455271, 455306, 460206, 460234, 460262, 548747, 548781, 548815, 557472, 557511, 557550, 563130, 563162, 563194, 571347, 571386, 571425, 581197, 581241, 581285, 587715, 587752, 587789, 1186087, 1186124, 1186161, 1195487, 1195529, 1195571, 1201661, 1201696, 1201731, 1208301, 1208340, 1208379, 1218151, 1218195, 1218239, 1234145, 1234185, 1234225, 1234813, 1234855, 1234897]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testNestedCollectionRulesAdaptedToMembers(org.springjutsu.validation.integrationTests.CollectionIntegrationTest)')","[35701, 40869, 69510, 88259, 109788, 114004, 136989, 162510, 176638, 201175, 205935, 232152, 298800, 327097, 332537, 362794, 382891, 405924, 410412, 435013, 472584, 498625, 503657, 531490, 602066, 631867, 637579, 669452, 692852, 721149, 726589, 756846, 780462, 810263, 815975, 978311, 980113]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testReplacePathVariablesFromUriTemplateVariables(org.springjutsu.validation.util.RequestUtilsTest)')","[22845, 62150, 79973, 99284, 131281, 160911, 167048, 189327, 225500, 241916, 287580, 313569, 354962, 373953, 394748, 428833, 462342, 486105, 524366, 541952, 590194, 617667, 661148, 681632, 707621, 749014, 768590, 796063, 839869, 843999]"
"('PathUtils.java', 'org.springjutsu.validation.util.PathUtils', 'containsEL', '.*\\$\\{.+\\}.*', '${requestParameters.blah}')","[975930, 975966, 976371, 976408, 1044327, 1044362, 1044397, 1044431, 1044468, 1044504, 1044541, 1044577, 1044687, 1044723, 1044834, 1044871, 1047879, 1047914, 1047949, 1047983, 1048020, 1048056, 1048093, 1048129, 1050992, 1051027, 1051062, 1051096, 1051133, 1051169, 1051206, 1051242, 1051352, 1051388, 1051499, 1051536, 1054033, 1054068, 1054103, 1054137, 1054174, 1054210, 1054247, 1054283, 1054393, 1054429, 1054540, 1054577, 1057074, 1057109, 1057144, 1057178, 1057215, 1057251, 1057288, 1057324, 1057434, 1057470, 1057581, 1057618]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testPolymorphicMessageNegotiationDisabled(org.springjutsu.validation.integrationTests.PolymorphismIntegrationTest)')","[47253, 49685, 73230, 91847, 119212, 121196, 139869, 163220, 180786, 211815, 214055, 235512, 303648, 339257, 341817, 366754, 386759, 415956, 418068, 438133, 477012, 509873, 512241, 535090, 607194, 644635, 647323, 673652, 697700, 733309, 735869, 760806, 785590, 823031, 825719, 1071264, 1071762]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'destroy')","[867038, 868350, 869662, 870974, 872286, 873598, 874910, 876222, 877534, 878846, 881196, 882508, 883820, 885132, 886444, 887756, 889068, 890380, 891692, 893004, 895354, 896666, 897978, 899290, 900602, 901914, 903226, 904538, 905850, 907162, 909492, 910791, 912083, 913362, 914661, 915953, 917232, 918531, 919823, 921102, 922401, 923693, 924972, 926271, 927563, 930373, 931952, 933726, 935500, 937274]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testCustomContextRuleEvaluation(org.springjutsu.validation.integrationTests.ContextIntegrationTest)')","[19401, 19432, 19463, 52763, 52801, 52839, 56411, 56449, 56487, 75741, 75772, 75803, 94304, 94330, 94356, 94841, 94865, 94889, 123707, 123738, 123769, 126683, 126714, 126745, 141813, 141837, 141861, 163700, 183627, 183657, 183687, 184248, 184276, 184304, 216890, 216925, 216960, 220250, 220285, 220320, 237780, 237808, 237836, 306969, 307004, 307039, 307695, 307728, 307761, 345057, 345097, 345137, 348897, 348937, 348977, 369427, 369460, 369493, 389408, 389436, 389464, 389987, 390013, 390039, 420741, 420774, 420807, 423909, 423942, 423975, 440239, 440265, 440291, 480045, 480077, 480109, 480708, 480738, 480768, 515238, 515275, 515312, 518790, 518827, 518864, 537520, 537550, 537580, 610707, 610744, 610781, 611475, 611510, 611545, 650725, 650767, 650809, 654757, 654799, 654841, 676487, 676522, 676557, 701021, 701056, 701091, 701747, 701780, 701813, 739109, 739149, 739189, 742949, 742989, 743029, 763479, 763512, 763545, 789103, 789140, 789177, 789871, 789906, 789941, 829121, 829163, 829205, 833153, 833195, 833237, 1125375, 1125415, 1125455, 1126179, 1126221, 1126263]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testValidate(org.springjutsu.validation.executors.impl.MatchesRuleExecutorTest)')","[17121, 17152, 17183, 29963, 30001, 30039, 30419, 30457, 30495, 65821, 65852, 65883, 84229, 84255, 84281, 84350, 84374, 84398, 105107, 105138, 105169, 105479, 105510, 105541, 134133, 134157, 134181, 161720, 171972, 172002, 172032, 172113, 172141, 172169, 195890, 195925, 195960, 196310, 196345, 196380, 228820, 228848, 228876, 293339, 293374, 293409, 293505, 293538, 293571, 321057, 321097, 321137, 321537, 321577, 321617, 358867, 358900, 358933, 378543, 378571, 378599, 378674, 378700, 378726, 400941, 400974, 401007, 401337, 401370, 401403, 431919, 431945, 431971, 467600, 467632, 467664, 467751, 467781, 467811, 493038, 493075, 493112, 493482, 493519, 493556, 527920, 527950, 527980, 596287, 596324, 596361, 596463, 596498, 596533, 625525, 625567, 625609, 626029, 626071, 626113, 665287, 665322, 665357, 687391, 687426, 687461, 687557, 687590, 687623, 715109, 715149, 715189, 715589, 715629, 715669, 752919, 752952, 752985, 774683, 774720, 774757, 774859, 774894, 774929, 803921, 803963, 804005, 804425, 804467, 804509, 953468, 953508, 953548, 953632, 953674, 953716]"
"('PathUtils.java', 'org.springjutsu.validation.util.PathUtils', 'containsEL', '.*\\$\\{.+\\}.*', '${firstName}')","[966744, 966779, 966814, 966848, 966885, 966921, 966958, 966994, 967104, 967140, 967249, 967284, 972470, 972504, 972538, 972571, 972607, 972642, 972678, 972713, 972962, 972997, 1014057, 1014091, 1014125, 1014158, 1014194, 1014229, 1014265, 1014300, 1018262, 1018297, 1018332, 1018366, 1018403, 1018439, 1018476, 1018512, 1018974, 1019010]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testFindFirstMatchingRestPathMultiCandidateWithMultipleControllerPaths(org.springjutsu.validation.util.RequestUtilsTest)')","[20565, 60290, 78413, 97424, 129841, 160596, 165248, 187227, 223820, 240236, 285480, 311169, 352982, 372273, 392768, 427273, 460422, 483885, 522566, 540152, 587974, 615147, 659048, 679532, 705221, 747034, 766370, 793543, 837469, 841479]"
"('PathUtils.java', 'org.springjutsu.validation.util.PathUtils', 'isEL', '\\$\\{.+\\}', '${favoriteColor}')","[1023995, 1024031]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.springjutsu.validation.executors.impl.AlphabeticRuleExecutorTest')","[963115, 963139, 963164, 963188]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.springjutsu.validation.namespace.ValidationConfigurationDefinitionParserTest')","[951359, 951382, 951406, 951429]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testBasicRules(org.springjutsu.validation.integrationTests.BasicRuleIntegrationTest)')","[18793, 18824, 18855, 44403, 44441, 44479, 47443, 47481, 47519, 72393, 72424, 72455, 91028, 91054, 91080, 91565, 91589, 91613, 116887, 116918, 116949, 119367, 119398, 119429, 139221, 139245, 139269, 163053, 179839, 179869, 179899, 180460, 180488, 180516, 209190, 209225, 209260, 211990, 212025, 212060, 234756, 234784, 234812, 302541, 302576, 302611, 303267, 303300, 303333, 336257, 336297, 336337, 339457, 339497, 339537, 365863, 365896, 365929, 385876, 385904, 385932, 386455, 386481, 386507, 413481, 413514, 413547, 416121, 416154, 416187, 437431, 437457, 437483, 476001, 476033, 476065, 476664, 476694, 476724, 507098, 507135, 507172, 510058, 510095, 510132, 534280, 534310, 534340, 606023, 606060, 606097, 606791, 606826, 606861, 641485, 641527, 641569, 644845, 644887, 644929, 672707, 672742, 672777, 696593, 696628, 696663, 697319, 697352, 697385, 730309, 730349, 730389, 733509, 733549, 733589, 759915, 759948, 759981, 784419, 784456, 784493, 785187, 785222, 785257, 819881, 819923, 819965, 823241, 823283, 823325, 1060087, 1060127, 1060167, 1060891, 1060933, 1060975]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testValidate(org.springjutsu.validation.executors.impl.RequiredRuleExecutorTest)')","[17698, 31141, 31597, 66286, 85087, 85210, 106068, 106440, 134493, 161864, 172970, 173113, 196975, 197395, 229240, 294512, 294680, 322297, 322777, 359362, 379471, 379604, 401964, 402360, 432309, 468668, 468821, 494185, 494629, 528370, 597530, 597708, 626827, 627331, 665812, 688564, 688732, 716349, 716829, 753414, 775926, 776104, 805223, 805727, 955489, 955651]"
"('SPELResolver.java', 'org.springjutsu.validation.spel.SPELResolver', 'resolveSPELString', '\\$\\{(.(?!\\$\\{))+\\}', '(5) Model arg: SPEL Model Path Model Arg Lookup Successful, Value arg: SPEL Model Path Value Arg Lookup Successful')","[973314, 973348]"
"('PathUtils.java', 'org.springjutsu.validation.util.PathUtils', 'isEL', '\\$\\{.+\\}', '20')","[1001628, 1001663, 1003383, 1003418, 1008842, 1008877, 1009552, 1009587]"
"('PathUtils.java', 'org.springjutsu.validation.util.PathUtils', 'containsEL', '.*\\$\\{.+\\}.*', 'acquisitions[0].acquisitions[0].customers[2].lastName')","[987070, 987107]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testReplacePathVariablesFromModelNullUriVariables(org.springjutsu.validation.util.RequestUtilsTest)')","[23149, 62398, 80181, 99532, 131473, 160953, 167288, 189607, 225724, 242140, 287860, 313889, 355226, 374177, 395012, 429041, 462598, 486401, 524606, 542192, 590490, 618003, 661428, 681912, 707941, 749278, 768886, 796399, 840189, 844335]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'org.springjutsu.validation.namespace.NamespaceVersionTest')","[16451, 83418, 171029, 292231, 377666, 466591, 595113, 686283, 773509]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.springjutsu.validation.executors.impl.ExactLengthRuleExecutorTest')","[953741, 953765, 953790, 953814]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testSupportsClass(org.springjutsu.validation.rules.ValidationRulesContainerTest)')","[5455, 5495, 5535, 8975, 9015, 9055, 14257, 14290, 14323, 147223, 147251, 147279, 152424, 152457, 152490, 155328, 155361, 155394, 159546, 159572, 159598, 246857, 246889, 246921, 252726, 252763, 252800, 255982, 256019, 256056, 260808, 260838, 260868, 267989, 268026, 268063, 274693, 274735, 274777, 278389, 278431, 278473, 283975, 284010, 284045, 446061, 446091, 446121, 451596, 451631, 451666, 454676, 454711, 454746, 459198, 459226, 459254, 547213, 547247, 547281, 553416, 553455, 553494, 556848, 556887, 556926, 561978, 562010, 562042, 569583, 569622, 569661, 576621, 576665, 576709, 580493, 580537, 580581, 586383, 586420, 586457, 1184415, 1184452, 1184489, 1191119, 1191161, 1191203, 1194815, 1194857, 1194899, 1200401, 1200436, 1200471, 1206537, 1206576, 1206615, 1213575, 1213619, 1213663, 1217447, 1217491, 1217535, 1230933, 1230973, 1231013, 1231433, 1231475, 1231517]"
